subject;condition;congruency;RT
14;vibro;normal;0.122
14;vibro;conflict;0.604
14;vibro;normal;0.18
14;vibro;conflict;0.36
14;vibro;normal;0.138
14;vibro;normal;0.138
14;vibro;normal;0.164
14;vibro;conflict;0.554
14;vibro;normal;0.276
14;vibro;normal;0.12
14;vibro;normal;0.244
14;vibro;normal;0.122
14;vibro;conflict;0.614
14;vibro;normal;0.138
14;vibro;normal;0.06
14;vibro;conflict;0.384
14;vibro;normal;0.118
14;vibro;normal;0.096
14;vibro;normal;0.098
14;vibro;normal;0.12
14;vibro;normal;0.1
14;vibro;conflict;0.468
14;vibro;normal;0.13
14;vibro;conflict;0.276
14;vibro;normal;0.032
14;vibro;normal;0.156
14;vibro;normal;0.112
14;vibro;conflict;0.314
14;vibro;normal;0.114
14;vibro;normal;0.082
14;vibro;normal;0.116
14;vibro;normal;0.14
14;vibro;conflict;0.454
14;vibro;normal;0.13
14;vibro;normal;0.21
14;vibro;conflict;0.422
14;vibro;normal;0.122
14;vibro;normal;0.168
14;vibro;normal;0.092
14;vibro;normal;0.026
14;vibro;normal;0.026
14;vibro;conflict;0.564
14;vibro;normal;0.13
14;vibro;conflict;0.366
14;vibro;normal;0.018
14;vibro;normal;0.2
14;vibro;normal;0.156
14;vibro;conflict;0.48
14;vibro;normal;0.136
14;vibro;normal;0.148
14;vibro;normal;0.094
14;vibro;normal;0.128
14;vibro;conflict;0.266
14;vibro;normal;0.064
14;vibro;normal;0.008
14;vibro;conflict;0.488
14;vibro;normal;0.168
14;vibro;normal;0.08
14;vibro;normal;0.092
14;vibro;normal;0.036
14;vibro;normal;0
14;vibro;conflict;0.262
14;vibro;normal;0
14;vibro;conflict;0.352
14;vibro;normal;0.064
14;vibro;normal;0.11
14;vibro;normal;0.236
14;vibro;conflict;0.416
14;vibro;normal;0.17
14;vibro;normal;0.214
14;vibro;normal;0.26
14;vibro;normal;0.15
14;vibro;conflict;0.542
14;vibro;normal;0.242
14;vibro;normal;0.21
14;vibro;conflict;0.49
14;vibro;normal;0.168
14;vibro;normal;0.158
14;vibro;normal;0.102
14;vibro;normal;0.16
14;vibro;normal;0.092
14;vibro;conflict;0.352
14;vibro;normal;0.152
14;vibro;conflict;0.51
14;vibro;normal;0.142
14;vibro;normal;0.21
14;vibro;normal;0.112
14;vibro;conflict;0.614
14;vibro;normal;0.148
14;vibro;normal;0.114
14;vibro;normal;0.14
14;vibro;normal;0.084
14;vibro;conflict;0.418
14;vibro;normal;0.142
14;vibro;normal;0.064
14;vibro;conflict;0.556
14;vibro;normal;0.178
14;vibro;normal;0
14;vibro;normal;0.124
14;vibro;normal;0.134
14;vibro;normal;0.14
14;vibro;conflict;0.372
14;vibro;normal;0.252
14;vibro;conflict;0.32
14;vibro;normal;0.03
14;vibro;normal;0.032
14;vibro;normal;0.01
14;vibro;conflict;0.236
14;vibro;normal;0.046
14;vibro;normal;0.014
14;vibro;normal;0.092
14;vibro;normal;0.89
14;vibro;conflict;0.34
14;vibro;normal;0.12
14;vibro;normal;0
14;vibro;conflict;0.356
14;vibro;normal;0
14;vibro;normal;0.054
14;vibro;normal;0.012
14;vibro;normal;0.048
14;vibro;normal;0.014
14;vibro;conflict;0.21
14;vibro;normal;0.148
14;vibro;conflict;0.296
14;vibro;normal;0.106
14;vibro;normal;0.118
14;vibro;normal;0.154
14;vibro;conflict;0.356
14;vibro;normal;0.132
14;vibro;normal;0.202
14;vibro;normal;0.112
14;vibro;normal;0.122
14;vibro;conflict;0.292
14;vibro;normal;0.114
14;vibro;normal;0
14;vibro;conflict;0.376
14;vibro;normal;0.064
14;vibro;normal;0.142
14;vibro;normal;0
14;vibro;normal;0.146
14;vibro;normal;0.168
14;vibro;conflict;0.404
14;vibro;normal;0.148
14;vibro;conflict;0.372
14;vibro;normal;0.228
14;vibro;normal;0.13
14;vibro;normal;0.084
14;vibro;conflict;0.288
14;vibro;normal;0.166
14;vibro;normal;0
14;vibro;normal;0.124
14;vibro;normal;0.146
14;vibro;conflict;0.316
14;vibro;normal;0.116
14;vibro;normal;0.128
14;vibro;conflict;0.33
14;vibro;normal;0.086
14;vibro;normal;0.198
14;vibro;normal;0.132
14;vibro;normal;0.156
14;vibro;normal;0.134
14;vibro;conflict;0.312
14;vibro;normal;0.19
14;vibro;conflict;0.384
14;vibro;normal;0.16
14;vibro;normal;0.082
14;vibro;normal;0.208
14;vibro;conflict;0.456
14;vibro;normal;0.178
14;vibro;normal;0.144
14;vibro;normal;0.234
14;vibro;normal;0.18
14;vibro;conflict;0.438
14;vibro;normal;0.214
14;vibro;normal;0.162
14;vibro;conflict;0.308
14;vibro;normal;0.14
14;vibro;normal;0.13
14;vibro;normal;0.098
14;vibro;normal;0.01
14;vibro;normal;0.066
14;vibro;conflict;0.338
14;vibro;normal;0.068
14;vibro;conflict;0.384
14;vibro;normal;0
14;vibro;normal;0.152
14;vibro;normal;0
14;vibro;conflict;0.39
14;vibro;normal;0.042
14;vibro;normal;0.1
14;vibro;normal;0.146
14;vibro;normal;0.136
14;vibro;conflict;0.404
14;vibro;normal;0.15
14;vibro;normal;0.094
14;vibro;conflict;0.352
14;vibro;normal;0.052
14;vibro;normal;0.154
14;vibro;normal;0.168
14;vibro;normal;0
14;vibro;normal;0.024
14;vibro;conflict;0.394
14;vibro;normal;0.082
14;vibro;conflict;0.408
14;vibro;normal;0.118
14;vibro;normal;0.062
14;vibro;normal;0.142
14;vibro;conflict;0.528
14;vibro;normal;0.088
14;vibro;normal;0.178
14;vibro;normal;0.1
14;vibro;normal;0
14;vibro;conflict;0.594
14;vibro;normal;0.114
14;vibro;normal;0.06
14;vibro;conflict;0.576
14;vibro;normal;0.162
14;vibro;normal;0.098
14;vibro;normal;0.076
14;vibro;normal;0
14;vibro;normal;0.08
14;vibro;conflict;0.236
14;visual;normal;0
14;visual;conflict;0.21
14;visual;normal;0.09
14;visual;normal;0.004
14;visual;conflict;0.43
14;visual;normal;0.018
14;visual;normal;0
14;visual;normal;0.034
14;visual;normal;0.17
14;visual;normal;0.138
14;visual;conflict;0.25
14;visual;normal;0.086
14;visual;normal;0.02
14;visual;normal;0.122
14;visual;conflict;0.234
14;visual;normal;0.094
14;visual;normal;0.082
14;visual;normal;0.186
14;visual;normal;0.12
14;visual;conflict;0.29
14;visual;normal;0.134
14;visual;conflict;0.216
14;visual;normal;0.082
14;visual;normal;0.038
14;visual;conflict;0.23
14;visual;normal;0.12
14;visual;normal;0.034
14;visual;normal;0.068
14;visual;normal;0.082
14;visual;normal;0.04
14;visual;conflict;0.254
14;visual;normal;0.042
14;visual;normal;0.088
14;visual;normal;0.136
14;visual;conflict;0.172
14;visual;normal;0
14;visual;normal;0.008
14;visual;normal;0.11
14;visual;normal;0.066
14;visual;conflict;0.2
14;visual;normal;0.036
14;visual;conflict;0.182
14;visual;normal;0.038
14;visual;normal;0.074
14;visual;conflict;0.22
14;visual;normal;0.056
14;visual;normal;0.07
14;visual;normal;0.094
14;visual;normal;0.084
14;visual;normal;0.074
14;visual;conflict;0.2
14;visual;normal;0.022
14;visual;normal;0.07
14;visual;normal;0.08
14;visual;conflict;0.194
14;visual;normal;0.03
14;visual;normal;0.03
14;visual;normal;0.154
14;visual;normal;0.068
14;visual;conflict;0.192
14;visual;normal;0.114
14;visual;conflict;0.196
14;visual;normal;0.064
14;visual;normal;0.088
14;visual;conflict;0.2
14;visual;normal;0
14;visual;normal;0.126
14;visual;normal;0.05
14;visual;normal;0.04
14;visual;normal;0.03
14;visual;conflict;0.176
14;visual;normal;0
14;visual;normal;0.002
14;visual;normal;0.002
14;visual;conflict;0.184
14;visual;normal;0.03
14;visual;normal;0.02
14;visual;normal;0.032
14;visual;normal;0.034
14;visual;conflict;0.126
14;visual;normal;0.004
14;visual;conflict;0.118
14;visual;normal;0.062
14;visual;normal;0.054
14;visual;conflict;0.178
14;visual;normal;0.022
14;visual;normal;0.048
14;visual;normal;0.048
14;visual;normal;0.028
14;visual;normal;0.03
14;visual;conflict;0.154
14;visual;normal;0.046
14;visual;normal;0.058
14;visual;normal;0.036
14;visual;conflict;0.148
14;visual;normal;0.016
14;visual;normal;0.018
14;visual;normal;0.01
14;visual;normal;0.078
14;visual;conflict;0.158
14;visual;normal;0.18
14;visual;conflict;0.216
14;visual;normal;0.05
14;visual;normal;0.064
14;visual;conflict;0.1
14;visual;normal;0.022
14;visual;normal;0.058
14;visual;normal;0.026
14;visual;normal;0.06
14;visual;normal;0.028
14;visual;conflict;0.188
14;visual;normal;0.1
14;visual;normal;0.058
14;visual;normal;0.06
14;visual;conflict;0.25
14;visual;normal;0.14
14;visual;normal;0.03
14;visual;normal;0.09
14;visual;normal;0.114
14;visual;conflict;0.282
14;visual;normal;0.128
14;visual;conflict;0.242
14;visual;normal;0.076
14;visual;normal;0.102
14;visual;conflict;0.236
14;visual;normal;0.048
14;visual;normal;0.104
14;visual;normal;0.096
14;visual;normal;0.064
14;visual;normal;0.09
14;visual;conflict;0.258
14;visual;normal;0.09
14;visual;normal;0.084
14;visual;normal;0.052
14;visual;conflict;0.232
14;visual;normal;0.112
14;visual;normal;0.046
14;visual;normal;0.104
14;visual;normal;0.094
14;visual;conflict;0.274
14;visual;normal;0.132
14;visual;conflict;0.268
14;visual;normal;0.056
14;visual;normal;0.114
14;visual;conflict;0.272
14;visual;normal;0.082
14;visual;normal;0.118
14;visual;normal;0.054
14;visual;normal;0.068
14;visual;normal;0.058
14;visual;conflict;0.24
14;visual;normal;0
14;visual;normal;0
14;visual;normal;0.042
14;visual;conflict;0.226
14;visual;normal;0.036
14;visual;normal;0.128
14;visual;normal;0.062
14;visual;normal;0.018
14;visual;conflict;0.356
14;visual;normal;0.156
14;visual;conflict;0.336
14;visual;normal;0.114
14;visual;normal;0.152
14;visual;conflict;0.276
14;visual;normal;0.164
14;visual;normal;0.076
14;visual;normal;0.002
14;visual;normal;0.036
14;visual;normal;0.182
14;visual;conflict;0.376
14;visual;normal;0.132
14;visual;normal;0.056
14;visual;normal;0.09
14;visual;conflict;0.316
14;visual;normal;0.17
14;visual;normal;0.106
14;visual;normal;0.008
14;visual;normal;0.168
14;visual;conflict;0.302
14;visual;normal;0.104
14;visual;conflict;0.352
14;visual;normal;0.086
14;visual;normal;0.11
14;visual;conflict;0.378
14;visual;normal;0.068
14;visual;normal;0.062
14;visual;normal;0.084
14;visual;normal;0.084
14;visual;normal;0.066
14;visual;conflict;0.244
14;visual;normal;0
14;visual;normal;0.048
14;visual;normal;0.038
14;visual;conflict;0.33
14;visual;normal;0.052
14;visual;normal;0.054
14;visual;normal;0.044
14;visual;normal;0.024
14;visual;conflict;0.15
14;visual;normal;0.116
14;visual;conflict;0.236
14;visual;normal;0.12
14;visual;normal;0.176
14;visual;conflict;0.482
14;visual;normal;0.158
14;visual;normal;0.15
14;visual;normal;0.162
14;visual;normal;0.188
14;visual;normal;0.166
14;visual;conflict;0.29
14;visual;normal;0.058
14;visual;normal;0.082
14;visual;normal;0.13
14;visual;conflict;0.488
14;visual;normal;0.334
14;visual;normal;0.148
14;visual;normal;0.158
14;visual;normal;0.128
14;visual;conflict;0.464
14;visual;normal;0.12
14;visual;conflict;0.502
14;visual;normal;0.236
14;visual;normal;0.126
14;visual;conflict;0.262
14;visual;normal;0.142
14;visual;normal;0.084
14;visual;normal;0.254
14;visual;normal;0.034
14;visual;normal;0
14;visual;conflict;0.396
14;visual;normal;0.13
14;visual;normal;0.098
14;visual;normal;0.144
14;visual;conflict;0.482
14;visual;normal;0.216
14;visual;normal;0.25
14;visual;normal;0.184
14;visual;normal;0.118
14;visual;conflict;0.424
14;visual;normal;0.122
14;visual;conflict;0.416
14;visual;normal;0
14;visual;normal;0.206
14;visual;conflict;0.374
14;visual;normal;0.142
14;visual;normal;0.112
14;visual;normal;0.124
14;visual;normal;2.16
14;visual;normal;0
14;visual;conflict;0.294
14;visual;normal;0.172
14;visual;normal;0.164
14;visual;normal;0.11
14;visual;conflict;0.692
14;visual;normal;0.246
14;visual;normal;0.204
14;visual;normal;0.104
14;visual;normal;0.23
14;visual;conflict;0.444
14;visual;normal;0.2
14;visual;conflict;0.694
14;visual;normal;0.27
14;visual;normal;0.318
14;visual;conflict;0.588
14;visual;normal;0.11
14;visual;normal;0.166
14;visual;normal;0.17
14;visual;normal;0.226
14;visual;normal;0.148
14;visual;conflict;0.43
14;visual;normal;0.308
14;visual;normal;0.098
14;visual;normal;0.19
14;visual;conflict;0.336
14;visual;normal;0.08
14;visual;normal;0.206
14;visual;normal;0.23
14;visual;normal;0.144
14;visual;conflict;0.67
14;visual;normal;0.122
14;visual;conflict;0.494
14;visual;normal;0.016
14;visual;normal;0.23
14;visual;conflict;0.602
14;visual;normal;0.09
14;visual;normal;0.26
14;visual;normal;0.148
14;visual;normal;0.082
14;visual;normal;0.128
14;visual;conflict;0.3
14;visual;normal;0.066
14;visual;normal;0
14;visual;normal;0.136
14;visual;conflict;0.44
14;visual;normal;0.04
14;visual;normal;0.106
14;visual;normal;0.178
14;visual;normal;0.078
14;visual;conflict;0.482
