subject;condition;congruency;RT
18;vibro;normal;0
18;vibro;normal;0.13
18;vibro;conflict;0.19
18;vibro;normal;0.084
18;vibro;normal;0.188
18;vibro;normal;0.192
18;vibro;normal;0.228
18;vibro;normal;0.11
18;vibro;conflict;0.146
18;vibro;normal;0.272
18;vibro;normal;0.264
18;vibro;normal;0.246
18;vibro;normal;0.304
18;vibro;conflict;0.476
18;vibro;normal;0.234
18;vibro;normal;0.304
18;vibro;normal;0.304
18;vibro;conflict;0.298
18;vibro;normal;0.358
18;vibro;conflict;0.416
18;vibro;normal;0.228
18;vibro;normal;0.422
18;vibro;conflict;0.48
18;vibro;normal;0.45
18;vibro;normal;0.454
18;vibro;normal;0.31
18;vibro;normal;0.45
18;vibro;normal;0.442
18;vibro;conflict;0.412
18;vibro;normal;0.52
18;vibro;normal;0.316
18;vibro;normal;0.52
18;vibro;normal;0.434
18;vibro;conflict;0
18;vibro;normal;0.49
18;vibro;normal;0
18;vibro;normal;0.572
18;vibro;conflict;0.06
18;vibro;normal;0
18;vibro;conflict;0.1
18;vibro;normal;0
18;vibro;normal;0.006
18;vibro;conflict;0.174
18;vibro;normal;0.078
18;vibro;normal;0.102
18;vibro;normal;0.176
18;vibro;normal;0.112
18;vibro;normal;0.116
18;vibro;conflict;0.254
18;vibro;normal;0.148
18;vibro;normal;0.106
18;vibro;normal;0.188
18;vibro;normal;0.166
18;vibro;conflict;0.32
18;vibro;normal;0.19
18;vibro;normal;0.206
18;vibro;normal;0.22
18;vibro;conflict;0
18;vibro;normal;0.218
18;vibro;conflict;0.398
18;vibro;normal;0.244
18;vibro;normal;0.192
18;vibro;conflict;0.452
18;vibro;normal;0.312
18;vibro;normal;0.33
18;vibro;normal;0.348
18;vibro;normal;0.354
18;vibro;normal;0.346
18;vibro;conflict;0.496
18;vibro;normal;0.432
18;vibro;normal;0.446
18;vibro;normal;0.362
18;vibro;normal;0.364
18;vibro;conflict;0
18;vibro;normal;0.27
18;vibro;normal;0
18;vibro;normal;0.5
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0.386
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0.606
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0.13
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0.508
18;vibro;conflict;0
18;vibro;normal;0.47
18;vibro;conflict;0.318
18;vibro;normal;0.278
18;vibro;normal;0.204
18;vibro;conflict;0.386
18;vibro;normal;0.276
18;vibro;normal;0.104
18;vibro;normal;0.364
18;vibro;normal;0.302
18;vibro;normal;0.138
18;vibro;conflict;0.308
18;vibro;normal;0.288
18;vibro;normal;0.314
18;vibro;normal;0.362
18;vibro;normal;0.142
18;vibro;conflict;0.502
18;vibro;normal;0.362
18;vibro;normal;0.016
18;vibro;normal;0.162
18;vibro;conflict;0.21
18;vibro;normal;0.08
18;vibro;conflict;0.334
18;vibro;normal;0.01
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0.246
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0.04
18;vibro;conflict;0.04
18;vibro;normal;0.456
18;vibro;normal;0
18;vibro;conflict;0.35
18;vibro;normal;0.084
18;vibro;normal;0.022
18;vibro;normal;0.364
18;vibro;normal;0.354
18;vibro;normal;0.246
18;vibro;conflict;0.308
18;vibro;normal;0.366
18;vibro;normal;0.446
18;vibro;normal;0.416
18;vibro;normal;0.42
18;vibro;conflict;0.48
18;vibro;normal;0.34
18;vibro;normal;0.328
18;vibro;normal;0.314
18;vibro;conflict;0.482
18;vibro;normal;0.442
18;vibro;conflict;0.534
18;vibro;normal;0.312
18;vibro;normal;0.484
18;vibro;conflict;0.642
18;vibro;normal;0.378
18;vibro;normal;0.604
18;vibro;normal;0.352
18;vibro;normal;0.568
18;vibro;normal;0.38
18;vibro;conflict;0
18;vibro;normal;0.634
18;vibro;normal;0.436
18;vibro;normal;0.954
18;vibro;normal;0.7
18;vibro;conflict;0.032
18;vibro;normal;0.55
18;vibro;normal;0.664
18;vibro;normal;0.48
18;vibro;conflict;0.102
18;vibro;normal;0.028
18;vibro;conflict;0.152
18;vibro;normal;0
18;vibro;normal;0.07
18;vibro;conflict;0.15
18;vibro;normal;0.064
18;vibro;normal;0.092
18;vibro;normal;0.108
18;vibro;normal;0.108
18;vibro;normal;0.092
18;vibro;conflict;0.264
18;vibro;normal;0.12
18;vibro;normal;0.144
18;vibro;normal;0.104
18;vibro;normal;0.164
18;vibro;conflict;0.302
18;vibro;normal;0.204
18;vibro;normal;0.186
18;vibro;normal;0.188
18;vibro;conflict;0.338
18;vibro;normal;0.194
18;vibro;conflict;0.308
18;vibro;normal;0.232
18;vibro;normal;0.258
18;vibro;conflict;0.372
18;vibro;normal;0.278
18;vibro;normal;0.316
18;vibro;normal;0.296
18;vibro;normal;0.31
18;vibro;normal;0.29
18;vibro;conflict;0
18;vibro;normal;0.32
18;vibro;normal;0.348
18;vibro;normal;0
18;vibro;normal;0.318
18;vibro;conflict;0
18;vibro;normal;0.36
18;vibro;normal;0.41
18;vibro;normal;0.436
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0.464
18;vibro;conflict;0
18;vibro;normal;0
18;vibro;normal;0
18;vibro;normal;0.548
18;vibro;normal;0
18;vibro;normal;0
18;vibro;conflict;0
18;vibro;normal;0
